,region,hemisphere,CN,MCI,AD,AD-CN,feature
585,S_collat_transv_post,Right,0.418457103461648,0.593874287843813,0.264214926861344,-0.154242176600304,sulcal_depth
586,G_insular_short,Right,-0.33346838895875,-0.0514433268943293,-0.509984502221824,-0.176516113263074,sulcal_depth
587,S_cingul-Marginalis,Right,-0.205037873558531,-0.0456833883265703,-0.324277298358298,-0.119239424799766,sulcal_depth
588,G_temporal_middle,Left,0.376361744793708,0.427213723084242,0.393348159240278,0.01698641444657,sulcal_depth
589,Lat_Fis-ant-Horizont,Right,-0.541017390441663,-0.310072923002943,-0.697857838149733,-0.15684044770807,sulcal_depth
590,G_and_S_cingul-Ant,Right,-0.199590864231486,0.00823423332570291,-0.375697449871869,-0.176106585640383,sulcal_depth
591,S_temporal_inf,Right,0.366631886408894,0.478671583936477,0.188411942834661,-0.178219943574233,sulcal_depth
592,S_oc_middle_and_Lunatus,Average,0.151669749632862,0.316239421813476,0.060578751778775,-0.0910909978540871,sulcal_depth
593,S_temporal_transverse,Average,-0.230783678344006,0.0211207965556953,-0.203804100994671,0.0269795773493354,sulcal_depth
594,S_front_sup,Average,-0.289535982634581,-0.0902971804598889,-0.506503301592986,-0.216967318958405,sulcal_depth
595,S_subparietal,Average,-0.0126314402755725,0.133075749254901,-0.105521478811525,-0.0928900385359523,sulcal_depth
596,G_temp_sup-Plan_polar,Average,0.158891002569376,0.326543436505622,-0.0545187448698969,-0.213409747439273,sulcal_depth
597,G_and_S_transv_frontopol,Average,-0.293843532705239,-0.065951333400386,-0.503261497523239,-0.209417964818,sulcal_depth
598,G_rectus,Average,0.22612237907142,0.388481478020384,0.14772084486871,-0.0784015342027102,sulcal_depth
599,S_orbital_lateral,Average,-0.20663855243258,0.0133265224526006,-0.494971679519971,-0.288333127087391,sulcal_depth
600,G_cingul-Post-dorsal,Average,0.101608286937474,0.256728348454659,0.0360169815211501,-0.0655913054163241,sulcal_depth
601,G_and_S_cingul-Mid-Ant,Average,-0.241752020387746,-0.124382589785998,-0.370960639985778,-0.129208619598032,sulcal_depth
602,G_front_inf-Orbital,Average,-0.222016655723802,0.00117232952161008,-0.453958638833891,-0.231941983110089,sulcal_depth
603,G_temporal_inf,Average,0.307422592157819,0.412733888724951,0.208994823915752,-0.0984277682420678,sulcal_depth
604,Pole_occipital,Average,0.133269213104227,0.317138557925379,0.0627022741977985,-0.0705669389064283,sulcal_depth
605,S_central,Average,-0.38163847345177,-0.106140639585443,-0.529734175585408,-0.148095702133637,sulcal_depth
606,G_temp_sup-G_T_transv,Average,-0.134507686040011,0.0569681188403415,-0.224541313096088,-0.0900336270560772,sulcal_depth
607,S_orbital_med-olfact,Average,0.135022463189258,0.264458570740858,0.018263590188342,-0.116758873000916,sulcal_depth
608,G_oc-temp_med-Lingual,Average,0.14982064883133,0.392744557032126,0.116060628664026,-0.0337600201673041,sulcal_depth
609,S_oc_sup_and_transversal,Average,-0.107978916361003,0.133073464611403,-0.263115988173282,-0.155137071812279,sulcal_depth
610,S_calcarine,Average,-0.176884119971196,0.0687617439205929,-0.266407564076703,-0.0895234441055067,sulcal_depth
611,S_front_middle,Average,-0.387316615169098,-0.195519460778137,-0.524916176998307,-0.13759956182921,sulcal_depth
612,S_parieto_occipital,Average,-0.084579608828847,0.0893446366106211,-0.209252908439844,-0.124673299610997,sulcal_depth
613,G_and_S_cingul-Mid-Post,Average,-0.284573446557844,-0.101009111158939,-0.430561277845761,-0.145987831287917,sulcal_depth
614,G_front_inf-Opercular,Average,0.018827787303937,0.248630187920832,-0.191053123482392,-0.209880910786329,sulcal_depth
615,S_front_inf,Average,-0.236831216204939,-0.0284585336844871,-0.452965395755661,-0.216134179550723,sulcal_depth
616,G_occipital_middle,Average,0.126448599373984,0.32138224251631,-0.0376641567042153,-0.1641127560782,sulcal_depth
617,G_and_S_subcentral,Average,-0.179604577700137,0.0539527214158471,-0.434133715080519,-0.254529137380382,sulcal_depth
618,G_subcallosal,Average,0.315814659681722,0.510878281808042,0.266033111403175,-0.0497815482785466,sulcal_depth
619,Lat_Fis-post,Average,-0.518661548823239,-0.281357817657975,-0.411979626022967,0.106681922800272,sulcal_depth
620,S_circular_insula_ant,Average,-0.192274045329127,0.0147867337740806,-0.320817751280962,-0.128543705951835,sulcal_depth
621,S_circular_insula_inf,Average,-0.360167403964229,-0.0988163907680567,-0.544639657096469,-0.18447225313224,sulcal_depth
622,G_and_S_occipital_inf,Average,0.0824641314714155,0.249987733688561,-0.0942497043582903,-0.176713835829706,sulcal_depth
623,G_front_inf-Triangul,Average,-0.0698308040818296,0.147689077384143,-0.287317508715925,-0.217486704634095,sulcal_depth
624,S_intrapariet_and_P_trans,Average,-0.343427627770047,-0.102747726273979,-0.41010539400904,-0.0666777662389929,sulcal_depth
625,G_temporal_middle,Average,0.29834407250102,0.392061382964611,0.221510678331205,-0.0768333941698148,sulcal_depth
626,S_postcentral,Average,-0.162066410756899,0.0483613088786751,-0.294234540010035,-0.132168129253136,sulcal_depth
627,G_temp_sup-Plan_tempo,Average,-0.20822719812247,0.024841377271794,-0.365938276011171,-0.157711077888701,sulcal_depth
628,S_orbital-H_Shaped,Average,0.0171281489727564,0.174288840499503,-0.137297680029694,-0.154425829002451,sulcal_depth
629,G_precuneus,Average,-0.144694583251358,0.0659993046334692,-0.281794736134383,-0.137100152883025,sulcal_depth
630,G_front_middle,Average,-0.26118445226582,-0.0356854290728643,-0.470600369023853,-0.209415916758033,sulcal_depth
631,G_oc-temp_med-Parahip,Average,0.0532561631725627,0.204895003344546,0.0918368103928422,0.0385806472202796,sulcal_depth
632,S_suborbital,Average,0.144933870669473,0.307890515118752,-0.085907625871286,-0.230841496540759,sulcal_depth
633,G_pariet_inf-Supramar,Average,-0.0666800341670501,0.150037634013026,-0.203468696881126,-0.136788662714076,sulcal_depth
634,S_precentral-sup-part,Average,-0.596339701127453,-0.274356569026142,-0.856322374430758,-0.259982673303305,sulcal_depth
635,S_interm_prim-Jensen,Average,-0.120222361890717,0.122634633941118,-0.292643064333291,-0.172420702442574,sulcal_depth
636,S_precentral-inf-part,Average,-0.207126003293037,-0.0211375855027962,-0.386950115962227,-0.17982411266919,sulcal_depth
637,G_cingul-Post-ventral,Average,-0.0546638234028304,0.122979365251144,-0.0129619126010108,0.0417019108018195,sulcal_depth
638,S_collat_transv_ant,Average,0.190089677011916,0.358768612377299,0.113166740077804,-0.0769229369341119,sulcal_depth
639,S_temporal_sup,Average,-0.126164007902687,0.0479588447592387,-0.219871788093664,-0.0937077801909773,sulcal_depth
640,G_parietal_sup,Average,-0.275618685083837,-0.0329491536761003,-0.457937050825059,-0.182318365741222,sulcal_depth
641,S_pericallosal,Average,0.00379205870730868,0.146695934859606,-0.0392111716120279,-0.0430032303193366,sulcal_depth
642,G_Ins_lg_and_S_cent_ins,Average,-0.153585680813635,0.133896200166758,-0.369244093083132,-0.215658412269497,sulcal_depth
643,S_occipital_ant,Average,-0.202063859110157,0.000228126829054343,-0.326165319933122,-0.124101460822965,sulcal_depth
644,Lat_Fis-ant-Vertical,Average,-0.164275425376675,0.069161347991412,-0.409752723201786,-0.245477297825111,sulcal_depth
645,G_temp_sup-Lateral,Average,0.135378366792981,0.357051301760821,-0.0594982875249982,-0.19487665431798,sulcal_depth
646,G_and_S_paracentral,Average,-0.228615585174076,-0.063849103051789,-0.311854748277235,-0.0832391631031597,sulcal_depth
647,G_and_S_frontomargin,Average,-0.243952128390962,-0.0663110284156758,-0.380040124637348,-0.136087996246386,sulcal_depth
648,Pole_temporal,Average,0.259648723206802,0.407940451257192,0.169883548524939,-0.0897651746818624,sulcal_depth
649,G_postcentral,Average,-0.131003216691548,0.0988606710120959,-0.287594976112293,-0.156591759420746,sulcal_depth
650,S_oc-temp_med_and_Lingual,Average,-0.0293615617362337,0.16488068439924,-0.0788306532784341,-0.0494690915422004,sulcal_depth
651,G_front_sup,Average,-0.164081662677088,0.0211797271095524,-0.33887762073508,-0.174795958057992,sulcal_depth
652,G_orbital,Average,0.0790768016334784,0.253868576305843,-0.0825320582839209,-0.161608859917399,sulcal_depth
653,S_circular_insula_sup,Average,-0.483952153918001,-0.229543276608293,-0.591748841857424,-0.107796687939423,sulcal_depth
654,S_cingul-Marginalis,Average,-0.219250169422458,-0.0438328310693857,-0.336916867651047,-0.117666698228589,sulcal_depth
655,G_cuneus,Average,0.289628427806876,0.44339095465156,0.296258127152036,0.00662969934516028,sulcal_depth
656,G_and_S_cingul-Ant,Average,-0.173665703531457,-0.00446437326365726,-0.341586071614464,-0.167920368083007,sulcal_depth
657,S_temporal_inf,Average,0.269212031656157,0.38977186688468,0.140042727596281,-0.129169304059875,sulcal_depth
658,S_oc-temp_lat,Average,0.434104612869484,0.558780906157753,0.317433272209019,-0.116671340660465,sulcal_depth
659,G_oc-temp_lat-fusifor,Average,0.155977606548235,0.361299905030883,0.0404563274043283,-0.115521279143906,sulcal_depth
660,G_pariet_inf-Angular,Average,-0.206285705470996,0.031450302701829,-0.311192975231824,-0.104907269760828,sulcal_depth
661,G_occipital_sup,Average,0.0471416675162559,0.286146395500341,-0.0253595432393534,-0.0725012107556093,sulcal_depth
662,G_precentral,Average,-0.425495517663166,-0.169179761427871,-0.565045165802183,-0.139549648139016,sulcal_depth
663,S_collat_transv_post,Average,0.287103968117675,0.456450409529797,0.154949046117914,-0.132154921999761,sulcal_depth
664,G_insular_short,Average,-0.256145363963439,0.0204678399017885,-0.473788950086493,-0.217643586123054,sulcal_depth
665,Lat_Fis-ant-Horizont,Average,-0.301017222781325,-0.0990030118774335,-0.496587650293623,-0.195570427512298,sulcal_depth
666,S_oc_middle_and_Lunatus,Right,3.65150532707879,3.32739923127639,4.55381435684225,0.902309029763456,thickness
667,S_temporal_transverse,Right,3.59095883177126,3.26114612703469,4.68269384797415,1.0917350162029,thickness
668,S_front_sup,Right,3.63064993407366,3.57670060645769,3.83732790470293,0.206677970629268,thickness
669,S_subparietal,Right,4.80457465307665,4.55801453005643,5.00763376243904,0.203059109362385,thickness
670,G_temp_sup-Plan_polar,Right,1.00198844397544,0.736779582864463,2.21967226392026,1.21768381994481,thickness
671,G_and_S_transv_frontopol,Left,3.75224886512013,3.41670540873381,4.12861519456405,0.376366329443921,thickness
672,G_rectus,Right,5.08604382081606,5.08970880642887,5.11185862408252,0.0258148032664591,thickness
673,S_orbital_lateral,Left,4.00901147068163,3.85093533924443,4.08628233068514,0.0772708600035026,thickness
674,G_cingul-Post-dorsal,Left,3.38051647702494,3.31323545516156,4.20437589383718,0.82385941681224,thickness
675,G_and_S_cingul-Mid-Ant,Left,3.93290682957551,3.83925042586378,4.20841109427109,0.275504264695575,thickness
676,G_front_inf-Orbital,Right,2.81949886497385,2.27441040609776,3.43479445605804,0.615295591084193,thickness
677,G_temporal_inf,Left,3.48546762129291,3.13377527995468,4.55075972726473,1.06529210597182,thickness
678,Pole_occipital,Right,3.43540607775854,3.02183779197605,4.16881037550009,0.733404297741549,thickness
679,S_central,Right,4.58232690811115,4.54892451065053,4.72435912089283,0.14203221278168,thickness
680,G_temp_sup-G_T_transv,Left,4.32319207115712,4.05122201672252,4.76481298944013,0.441620918283008,thickness
681,S_orbital_med-olfact,Right,3.9777834588213,3.85936236978796,4.31798681683729,0.340203358015983,thickness
682,G_oc-temp_med-Lingual,Left,4.49656555876753,4.4015720744121,4.96484890897629,0.468283350208755,thickness
683,S_oc_sup_and_transversal,Right,4.28880825511643,3.81743597786026,4.8075599581086,0.51875170299217,thickness
684,S_calcarine,Right,3.78499088575673,3.43102850020958,4.34072441721016,0.555733531453428,thickness
685,S_front_middle,Right,5.40582883636139,5.30644680733675,5.27348260290368,-0.132346233457715,thickness
686,S_parieto_occipital,Left,5.14930956802156,5.11645520422412,5.61434573188506,0.4650361638635,thickness
687,G_and_S_cingul-Mid-Post,Right,3.96642504927791,3.85036897822155,4.0186717028958,0.0522466536178885,thickness
688,G_front_inf-Opercular,Left,3.71807159963962,3.56477067930365,3.97678814605329,0.258716546413674,thickness
689,S_front_inf,Left,4.49270780258974,4.36174174702433,4.59563060162137,0.102922799031636,thickness
690,G_occipital_middle,Left,5.13613022932909,5.15671460302286,5.31787452736875,0.181744298039661,thickness
691,G_and_S_subcentral,Right,3.51592549737259,3.24762545632045,3.98959683438602,0.47367133701343,thickness
692,G_subcallosal,Left,2.62972473860553,2.12335289894931,3.38623199961015,0.756507261004618,thickness
693,Lat_Fis-post,Right,2.95981927682106,2.68929012079468,3.75651933774449,0.796700060923437,thickness
694,S_circular_insula_ant,Right,2.48331835073828,2.16929610456792,3.18442349339163,0.701105142653349,thickness
695,S_circular_insula_inf,Right,2.50793102539727,2.21054536922919,3.18037039949011,0.672439374092837,thickness
696,G_and_S_occipital_inf,Right,3.25159948361118,2.82408144197436,3.90084024195702,0.649240758345842,thickness
697,G_front_inf-Triangul,Right,4.52628517253293,4.33278425226322,4.53516472889236,0.00887955635942816,thickness
698,S_intrapariet_and_P_trans,Right,3.94049674388334,3.65646729414712,4.21941005887748,0.278913314994146,thickness
699,G_temporal_middle,Right,2.50035822094435,2.26570969961237,3.54719187769103,1.04683365674669,thickness
700,S_postcentral,Left,3.35417301991174,3.25948595099451,3.65075354656538,0.296580526653639,thickness
701,G_temp_sup-Plan_tempo,Right,3.04729282180887,2.55613885180169,3.81525194986895,0.76795912806008,thickness
702,S_orbital-H_Shaped,Left,2.80728647366713,2.61904803242631,3.41314709558417,0.605860621917039,thickness
703,G_precuneus,Left,3.24951327526757,3.04808704905504,3.74875454476197,0.499241269494401,thickness
704,G_front_middle,Left,3.62805925419807,3.49895293391417,3.81563993989898,0.187580685700919,thickness
705,G_oc-temp_med-Parahip,Right,2.01005593950938,1.92140618442738,3.07404757806467,1.06399163855529,thickness
706,S_suborbital,Left,2.83871707872528,2.49611282942705,3.41755363881858,0.578836560093302,thickness
707,G_pariet_inf-Supramar,Right,3.79409041995885,3.502774384015,4.36509570641957,0.57100528646072,thickness
708,S_precentral-sup-part,Right,3.24259565553554,3.23940458759338,3.45392975897019,0.21133410343465,thickness
709,G_and_S_transv_frontopol,Right,4.30175060985024,3.91247460658072,4.46650735601789,0.164756746167649,thickness
710,S_interm_prim-Jensen,Right,4.75594517537923,4.49716688506589,5.06688189814008,0.310936722760846,thickness
711,S_precentral-inf-part,Left,3.25827047072036,3.24882814335604,3.61140902889922,0.353138558178855,thickness
712,G_cingul-Post-ventral,Right,2.80627510690165,2.57382742297316,3.77778111173824,0.971506004836582,thickness
713,G_cingul-Post-dorsal,Right,3.87474385446252,3.71177956385753,4.53557299556048,0.660829141097958,thickness
714,S_collat_transv_ant,Right,1.65209106246413,1.33782851587102,2.9787743762889,1.32668331382477,thickness
715,G_and_S_cingul-Mid-Ant,Right,2.93026268776449,2.95257986325169,3.17872733311735,0.248464645352858,thickness
716,S_temporal_sup,Right,3.31332938266243,3.03296730602873,4.08451964086929,0.771190258206861,thickness
717,G_parietal_sup,Left,3.62095846631499,3.40573979118805,3.82446635643317,0.203507890118177,thickness
718,S_pericallosal,Left,5.78966298238437,5.80125538625278,6.04308609905277,0.253423116668403,thickness
719,G_Ins_lg_and_S_cent_ins,Right,2.44688995211567,2.11917858516952,3.09751279116657,0.650622839050898,thickness
720,S_occipital_ant,Left,4.46667246329653,4.30834300144232,4.88369167084651,0.417019207549979,thickness
721,Lat_Fis-ant-Vertical,Right,4.28881180600487,4.28972359186604,4.246787760761,-0.0420240452438714,thickness
722,G_temp_sup-Lateral,Left,3.69225484651533,3.39882040277077,4.45843712925037,0.766182282735045,thickness
723,G_and_S_paracentral,Left,2.47379178470078,2.27868195178213,2.89323595798957,0.419444173288782,thickness
724,S_parieto_occipital,Right,4.16015735679522,3.79865180246858,4.63515806511188,0.475000708316662,thickness
725,G_and_S_frontomargin,Left,3.18753273910757,2.95717132717492,3.72711383589272,0.539581096785149,thickness
726,G_occipital_middle,Right,4.4691958883651,4.19131918683671,4.88399009682387,0.414794208458767,thickness
727,Pole_temporal,Left,2.57382202440446,2.36556206543338,3.75698260226645,1.183160577862,thickness
728,G_postcentral,Left,2.95349629871397,2.75068949253774,3.25790574147894,0.304409442764969,thickness
729,S_oc-temp_med_and_Lingual,Right,2.1058914710341,1.71750611364472,3.30154713963153,1.19565566859744,thickness
730,G_front_sup,Left,3.01507778405506,2.8431369693762,3.3831160271489,0.368038243093835,thickness
731,G_orbital,Right,2.59795039394218,2.15713266174042,3.23331710565244,0.635366711710258,thickness
732,S_circular_insula_sup,Left,3.83476666663458,3.8290166465033,3.94286226899754,0.108095602362966,thickness
733,S_cingul-Marginalis,Left,3.98571233784499,3.87025949181156,4.4548729490878,0.469160611242812,thickness
734,G_cuneus,Left,6.7068809921989,6.91284661938603,6.79991880577643,0.0930378135775261,thickness
735,G_and_S_cingul-Ant,Left,3.78156593194009,3.63694257601502,4.19394634498977,0.41238041304968,thickness
736,S_temporal_inf,Left,3.44914700303608,3.19150574445067,4.45442469432085,1.00527769128477,thickness
737,S_oc_middle_and_Lunatus,Left,5.46895977087961,5.45703718411674,5.9835361071061,0.514576336226495,thickness
738,S_temporal_transverse,Left,3.62731572583251,3.49483879855881,4.19623005381006,0.568914327977554,thickness
739,S_oc-temp_lat,Left,5.57104197286495,5.4813319176447,6.1895600175085,0.618518044643547,thickness
740,S_front_sup,Left,3.43098239764927,3.30630073536257,3.80541411422357,0.374431716574295,thickness
741,S_subparietal,Left,2.54453059584411,1.98807945740875,3.61622627189111,1.071695676047,thickness
742,G_temp_sup-Plan_polar,Left,2.99263110698544,3.00775951793333,3.71123264161335,0.718601534627909,thickness
743,G_oc-temp_lat-fusifor,Left,3.80017575990944,3.536221294513,4.37303559631124,0.572859836401799,thickness
744,G_pariet_inf-Angular,Left,5.074291663933,5.02640693211343,5.25252522768363,0.178233563750626,thickness
745,G_occipital_sup,Left,5.69052943029476,5.72179792179178,5.79355166338655,0.103022233091786,thickness
746,S_precentral-inf-part,Right,4.65566128430241,4.62380366940311,4.74487790534097,0.0892166210385588,thickness
747,G_rectus,Left,2.57117346622158,2.36360366008768,3.16383705959666,0.592663593375076,thickness
748,S_orbital_lateral,Right,4.800634975146,4.42634344020698,5.1013276618556,0.300692686709604,thickness
749,S_pericallosal,Right,4.82850320986483,4.8591876733671,4.92608146192373,0.0975782520589021,thickness
750,S_occipital_ant,Right,3.14602247534672,2.73837008236369,4.01448081453257,0.868458339185846,thickness
751,G_temporal_inf,Right,1.5937085375024,1.33258261241987,3.04797756248275,1.45426902498035,thickness
752,S_orbital_med-olfact,Left,2.78535863403802,2.67661513840088,3.50672247300494,0.721363838966919,thickness
753,G_temp_sup-G_T_transv,Right,2.24690493279593,1.82463819771514,3.05907628719653,0.812171354400602,thickness
754,S_calcarine,Left,4.35222020956991,4.25315817442896,4.92370003034367,0.571479820773762,thickness
755,G_oc-temp_med-Lingual,Right,2.80894549100411,2.3822343372814,3.65820302280009,0.849257531795975,thickness
756,G_and_S_frontomargin,Right,4.14227165036613,3.91584981350231,4.28632430956936,0.144052659203233,thickness
757,G_and_S_cingul-Mid-Post,Left,3.06966091461017,2.83354216770501,3.45879668701277,0.389135772402601,thickness
758,G_front_inf-Opercular,Right,4.78903559738116,4.73700377793389,4.94359805570243,0.154562458321261,thickness
759,G_postcentral,Right,5.10517304699479,5.23650511901874,5.30462942797072,0.199456380975931,thickness
760,G_and_S_subcentral,Left,2.7841262189326,2.58123703424803,3.21677985934013,0.432653640407529,thickness
761,S_front_inf,Right,5.20095577684569,5.16938242335762,5.16314044214506,-0.0378153347006309,thickness
762,G_precentral,Left,2.43373284535443,2.28593146424933,2.93732133001322,0.503588484658792,thickness
763,G_front_sup,Right,3.46122875924862,3.29341850250299,3.67700391630149,0.215775157052863,thickness
764,G_subcallosal,Right,6.65939761257343,6.92443599715701,6.53970344538704,-0.119694167186394,thickness
765,S_circular_insula_sup,Right,4.42534622971478,4.57694041891764,4.55232512736739,0.126978897652609,thickness
766,S_circular_insula_inf,Left,3.6653752007614,3.5586324138807,4.01247741657599,0.347102215814596,thickness
767,G_and_S_occipital_inf,Left,3.86533364879382,3.61398890326844,4.31312301968796,0.447789370894138,thickness
768,G_cuneus,Right,4.64608855493116,4.16762232479931,5.07732665639806,0.431238101466895,thickness
769,G_front_inf-Triangul,Left,4.63532942206462,4.51688003161235,4.85991001826493,0.224580596200304,thickness
770,S_intrapariet_and_P_trans,Left,5.11089524654673,5.05242364064174,5.38442965761052,0.273534411063782,thickness
771,S_collat_transv_post,Left,3.49135708197754,3.3330084440604,4.4634147413081,0.972057659330556,thickness
772,G_insular_short,Left,4.06630213345031,4.02386539882451,4.31293504173567,0.24663290828536,thickness
773,G_temp_sup-Plan_tempo,Left,4.05951524834643,3.89350020564347,4.44694217806942,0.387426929722986,thickness
774,S_postcentral,Right,5.28868015432929,5.22979043778774,5.56969742707163,0.281017272742344,thickness
775,S_oc-temp_lat,Right,2.40280856223138,2.10518130261645,3.63249197631858,1.2296834140872,thickness
776,S_orbital-H_Shaped,Right,2.74094701153358,2.21952862720587,3.33634567203561,0.595398660502036,thickness
777,G_oc-temp_med-Parahip,Left,2.41206466333399,2.47424590143713,3.34729994796824,0.935235284634257,thickness
778,G_precuneus,Right,4.84032306474785,4.63602001390332,4.84462955065932,0.00430648591147342,thickness
779,Lat_Fis-ant-Horizont,Left,5.33635925613144,5.4356611211356,5.35636900105687,0.0200097449254288,thickness
780,G_front_middle,Right,4.58670179896442,4.5114463850485,4.61976050734476,0.0330587083803335,thickness
781,G_pariet_inf-Supramar,Left,3.29538023948248,3.17281441334984,3.75709036500397,0.461710125521486,thickness
782,S_suborbital,Right,4.49800578920663,4.33759939641726,4.73923442989623,0.241228640689603,thickness
783,S_precentral-sup-part,Left,2.74946769794111,2.70038609047723,3.07582838371728,0.326360685776175,thickness
784,G_oc-temp_lat-fusifor,Right,1.65555392133413,1.39476692933019,3.01031932226414,1.35476540093001,thickness
785,S_interm_prim-Jensen,Left,2.62853051016076,2.52478000472068,3.17721586619246,0.548685356031695,thickness
786,G_pariet_inf-Angular,Right,3.88247092946865,3.54781829283191,4.26466706304996,0.382196133581313,thickness
787,G_occipital_sup,Right,4.87788636644971,4.59636466503308,5.10777833570043,0.229891969250725,thickness
788,G_cingul-Post-ventral,Left,4.92679971831356,4.9537911203996,5.40672285729931,0.479923138985749,thickness
789,S_collat_transv_ant,Left,4.95253039944935,4.76398757554277,5.6516768295584,0.699146430109048,thickness
790,S_temporal_sup,Left,4.13628149369786,4.04338002276673,4.64911101390886,0.512829520211,thickness
791,G_Ins_lg_and_S_cent_ins,Left,3.35528131858746,3.32356028627696,3.84686215377297,0.491580835185512,thickness
792,G_parietal_sup,Right,3.89976982282963,3.6108915808604,4.11506310385709,0.215293281027461,thickness
793,G_front_inf-Orbital,Left,2.97802776629151,2.85687526920628,3.44847068037045,0.470442914078943,thickness
794,Pole_occipital,Left,4.3468194126704,4.27661762927238,4.79317926346666,0.44635985079626,thickness
795,S_central,Left,3.06562272535372,2.93905410045925,3.4788011554686,0.413178430114885,thickness
796,Lat_Fis-ant-Vertical,Left,3.60542370392287,3.52979297242154,3.91962536422082,0.314201660297944,thickness
797,S_oc_sup_and_transversal,Left,5.0715454431136,5.08497178819441,5.32998838215854,0.258442939044941,thickness
798,G_temp_sup-Lateral,Right,2.58304095509202,2.22958307260307,3.48403235441454,0.900991399322517,thickness
799,G_and_S_paracentral,Right,4.42909984771604,4.3158915670575,4.51188226024362,0.0827824125275809,thickness
800,S_front_middle,Left,3.59687179453281,3.59390837123035,3.87885164643342,0.281979851900611,thickness
801,G_precentral,Right,3.26708024589457,3.14159943750984,3.50346120815248,0.236380962257915,thickness
802,Pole_temporal,Right,1.8267413000622,1.33657265042022,3.13709146784198,1.31035016777978,thickness
803,S_oc-temp_med_and_Lingual,Left,4.32571701790049,4.2476208440297,4.77039705205164,0.444680034151149,thickness
804,G_orbital,Left,2.52295825782113,2.32534732045575,3.24415933686906,0.721201079047932,thickness
805,Lat_Fis-post,Left,3.09582922538525,2.8974956840337,3.56818232776554,0.472353102380292,thickness
806,S_circular_insula_ant,Left,2.5929012549929,2.4535520858397,3.32577161124473,0.732870356251828,thickness
807,S_collat_transv_post,Right,3.06113083019613,2.49481470306989,4.34558941164765,1.28445858145152,thickness
808,G_insular_short,Right,2.3113354076571,2.08957426188791,2.93852276332279,0.627187355665693,thickness
809,S_cingul-Marginalis,Right,4.76687179952258,4.6711940124224,4.93034650438666,0.163474704864076,thickness
810,G_temporal_middle,Left,4.0572396136128,3.95556315967817,4.83169727500629,0.774457661393489,thickness
811,Lat_Fis-ant-Horizont,Right,3.4888363938426,3.1992453468773,3.64293427980704,0.154097885964435,thickness
812,G_and_S_cingul-Ant,Right,4.01858006295906,3.95318150802577,4.20389500193827,0.185314938979212,thickness
813,S_temporal_inf,Right,2.18798236498788,2.0129028741303,3.43171583478272,1.24373346979484,thickness
814,S_oc_middle_and_Lunatus,Average,4.5602325489792,4.39221820769657,5.26867523197418,0.708442682994976,thickness
815,S_temporal_transverse,Average,3.60913727880188,3.37799246279675,4.43946195089211,0.830324672090226,thickness
816,S_front_sup,Average,3.53081616586147,3.44150067091013,3.82137100946325,0.290554843601782,thickness
817,S_subparietal,Average,3.67455262446038,3.27304699373259,4.31193001716507,0.637377392704694,thickness
818,G_temp_sup-Plan_polar,Average,1.99730977548044,1.8722695503989,2.9654524527668,0.968142677286362,thickness
819,G_and_S_transv_frontopol,Average,4.02699973748519,3.66459000765726,4.29756127529097,0.270561537805786,thickness
820,G_rectus,Average,3.82860864351882,3.72665623325827,4.13784784183959,0.309239198320767,thickness
821,S_orbital_lateral,Average,4.40482322291382,4.13863938972571,4.59380499627037,0.188981773356553,thickness
822,G_cingul-Post-dorsal,Average,3.62763016574373,3.51250750950955,4.36997444469883,0.742344278955099,thickness
823,G_and_S_cingul-Mid-Ant,Average,3.43158475867,3.39591514455774,3.69356921369422,0.261984455024217,thickness
824,G_front_inf-Orbital,Average,2.89876331563268,2.56564283765202,3.44163256821425,0.542869252581568,thickness
825,G_temporal_inf,Average,2.53958807939765,2.23317894618727,3.79936864487374,1.25978056547608,thickness
826,Pole_occipital,Average,3.89111274521447,3.64922771062422,4.48099481948338,0.589882074268905,thickness
827,S_central,Average,3.82397481673243,3.74398930555489,4.10158013818072,0.277605321448283,thickness
828,G_temp_sup-G_T_transv,Average,3.28504850197652,2.93793010721883,3.91194463831833,0.626896136341805,thickness
829,S_orbital_med-olfact,Average,3.38157104642966,3.26798875409442,3.91235464492111,0.530783598491451,thickness
830,G_oc-temp_med-Lingual,Average,3.65275552488582,3.39190320584675,4.31152596588819,0.658770441002365,thickness
831,S_oc_sup_and_transversal,Average,4.68017684911501,4.45120388302733,5.06877417013357,0.388597321018556,thickness
832,S_calcarine,Average,4.06860554766332,3.84209333731927,4.63221222377691,0.563606676113595,thickness
833,S_front_middle,Average,4.5013503154471,4.45017758928355,4.57616712466855,0.0748168092214474,thickness
834,S_parieto_occipital,Average,4.65473346240839,4.45755350334635,5.12475189849847,0.470018436090081,thickness
835,G_and_S_cingul-Mid-Post,Average,3.51804298194404,3.34195557296328,3.73873419495428,0.220691213010245,thickness
836,G_front_inf-Opercular,Average,4.25355359851039,4.15088722861877,4.46019310087786,0.206639502367469,thickness
837,S_front_inf,Average,4.84683178971771,4.76556208519098,4.87938552188321,0.0325537321655016,thickness
838,G_occipital_middle,Average,4.8026630588471,4.67401689492979,5.10093231209631,0.298269253249213,thickness
839,G_and_S_subcentral,Average,3.1500258581526,2.91443124528424,3.60318834686308,0.453162488710479,thickness
840,G_subcallosal,Average,4.64456117558948,4.52389444805316,4.96296772249859,0.318406546909112,thickness
