region,hemisphere,CN,MCI,AD,AD-CN,MCI-CN
S_collat_transv_post,Average,-1.783359736,-1.429148607,0.057425394,1.840785130185137,0.3542111294632875
S_temporal_inf,Average,-1.774430649,-1.305231468,0.4577148229225084,2.232145471505063,0.4691991808357088
S_central,Average,0.6471093848449961,1.386059231337191,1.1132298113195902,0.46612042647459406,0.7389498464921948
Lat_Fis-post,Average,-0.863715501,-0.254281153,0.6809225747971706,1.5446380758443716,0.6094343478237277
S_interm_prim-Jensen,Average,-0.120733557,0.33974042264359333,0.9609016445687131,1.0816352011195292,0.46047397919440947
G_precuneus,Average,0.7022500584538444,1.307489300935882,1.3949438423679155,0.6926937839140711,0.6052392424820375
S_front_sup,Average,-0.034621378,0.38566502431196037,0.9480046702771905,0.9826260480347427,0.42028640206951257
G_parietal_sup,Average,0.7703407773898966,1.2428974098507597,1.3020186495881443,0.5316778721982477,0.4725566324608631
G_temporal_inf,Average,-1.955643568,-1.440339526,0.40563107176933166,2.361274640069122,0.5153040422095976
G_pariet_inf-Supramar,Average,0.05604912,0.574682249,1.260243427373218,1.2041943069471777,0.5186331289490719
G_temp_sup-Plan_polar,Average,-0.828990482,-0.123985436,0.942967773,1.7719582544593426,0.7050050460697906
S_oc_middle_and_Lunatus,Average,-0.671098986,-0.182221763,0.7005553387455321,1.3716543246964743,0.4888772230770201
G_occipital_sup,Average,2.142917531520157,2.793297744483522,2.590402348172764,0.4474848166526071,0.6503802129633649
G_insular_short,Average,-0.07474002,0.7132753908808465,0.9122672811644041,0.9870073011196592,0.7880154108361015
S_occipital_ant,Average,-0.730098586,-0.218512303,0.9025780889413092,1.6326766749124557,0.5115862833467063
S_circular_insula_ant,Average,-0.938792706,-0.327584842,0.41849187878325056,1.3572845851087965,0.6112078642954155
S_temporal_sup,Average,-0.385025377,0.16017160495638627,1.1649913405909793,1.550016717198872,0.545196982
G_pariet_inf-Angular,Average,1.0184301399207683,1.5532292492999893,1.9116104727548344,0.8931803328340662,0.534799109
G_temp_sup-Plan_tempo,Average,0.3087778096847809,0.7809058876633236,1.462162076912954,1.153384267228173,0.47212807797854267
Lat_Fis-ant-Horizont,Average,0.4121170049446942,0.8525728111038956,1.1728482393017563,0.760731234,0.4404558061592014
S_front_inf,Average,0.8825233931099095,1.3995382210872276,1.6501624445339491,0.7676390514240397,0.5170148279773181
G_front_inf-Opercular,Average,0.9427826493183256,1.4779976569003672,1.7649613445691337,0.8221786952508081,0.5352150075820417
S_collat_transv_ant,Average,-0.737533664,0.045122815,1.3720454979050605,2.109579162304986,0.7826564798331495
S_parieto_occipital,Average,0.8232012627196434,1.4047211665865844,1.985853482,1.1626522195839766,0.581519904
G_and_S_cingul-Mid-Ant,Average,-1.114795231,-0.461750054,-0.026701644,1.0880935869772426,0.6530451769276234
S_pericallosal,Average,0.49486901256286997,1.2973049925835225,1.3981001159359103,0.9032311033730404,0.8024359800206525
S_circular_insula_inf,Average,0.783450768,1.389403555909332,1.9298831525896118,1.1464323842671007,0.605952788
S_orbital_med-olfact,Average,-0.642896214,0.072839227,0.5342392797975144,1.1771354939393448,0.7157354415461291
S_cingul-Marginalis,Average,0.5665017768440184,1.148971844022469,1.4423762898256784,0.8758745129816601,0.5824700671784506
