,network,CN,MCI,AD,AD-CN,AD-MCI,MCI-CN
0,dmn,-0.38972920221663515,0.09997399191588961,0.966930705627382,1.3566599078440171,0.8669567137114924,0.4897031941325248
1,dorsal_attn,0.4099842308133699,0.949897957716124,1.3674239923783265,0.9574397615649566,0.4175260346622025,0.5399137269027541
2,fpn,0.3162005366524803,0.8820452148018297,1.2300961724283648,0.9138956357758845,0.34805095762653504,0.5658446781493494
3,limbic,-1.2583532426544688,-0.6188819565984849,0.5332603445670144,1.7916135872214833,1.1521423011654992,0.6394712860559839
4,somatomotor,0.2867978611367553,0.9117066030541044,1.0851720869606312,0.7983742258238758,0.17346548390652672,0.6249087419173491
5,ven_attn,0.19958697768508238,0.8006326240332431,1.1380173045622182,0.9384303268771358,0.3373846805289751,0.6010456463481607
6,visual,0.035420164537385855,0.6063095427431578,1.187400559347275,1.151980394809889,0.5810910166041171,0.570889378205772
